Date,Consumption [kW],ECB 2301 150A [kW],ECB 2201 150A [kW],EBC 2401 150A [kW]
2025-04-04 23:55:00,0,"10,986","13,452","8,272"
2025-04-04 23:50:00,0,"10,706","20,437","7,816"
2025-04-04 23:45:00,0,"11,063","18,16","7,91"
2025-04-04 23:40:00,0,"10,738","17,147","8,336"
2025-04-04 23:35:00,0,"10,364","21,136","8,011"
2025-04-04 23:30:00,0,"10,106","13,924","8,03"
2025-04-04 23:25:00,0,"10,243","20,423","8,068"
2025-04-04 23:20:00,0,"10,204","17,288","8,165"
2025-04-04 23:15:00,0,"10,201","17,386","8,291"
2025-04-04 23:10:00,0,"10,272","20,712","8,052"
2025-04-04 23:05:00,0,"10,499","13,506","8,075"
2025-04-04 23:00:00,0,"10,348","21,18","8,285"
2025-04-04 22:55:00,0,"10,673","17,204","8,284"
2025-04-04 22:50:00,0,"10,219","16,898","7,87"
2025-04-04 22:45:00,0,"9,888","20,976","8,096"
2025-04-04 22:40:00,0,"10,01","13,242","8,216"
2025-04-04 22:35:00,0,"10,277","20,536","8,012"
2025-04-04 22:30:00,0,"10,741","17,749","8,174"
2025-04-04 22:25:00,0,"10,607","17,089","8,335"
2025-04-04 22:20:00,0,"10,632","21,96","8,07"
2025-04-04 22:15:00,0,"10,448","13,559","8,032"
2025-04-04 22:10:00,0,"10,255","20,723","8,014"
2025-04-04 22:05:00,0,"10,148","16,331","8,35"
2025-04-04 22:00:00,0,"10,458","17,567","8,254"
2025-04-04 21:55:00,0,"10,409","20,329","7,91"
2025-04-04 21:50:00,0,"11,159","14,608","8,542"
2025-04-04 21:45:00,0,"10,943","20,791","7,897"
2025-04-04 21:40:00,0,"10,559","15,425","8,063"
2025-04-04 21:35:00,0,"10,285","18,149","7,787"
2025-04-04 21:30:00,0,"10,02","19,432","7,882"
2025-04-04 21:25:00,0,"10,039","13,517","8,264"
2025-04-04 21:20:00,0,"9,894","21,145","8,008"
2025-04-04 21:15:00,0,"11,646","15,629","7,973"
2025-04-04 21:10:00,0,"10,909","19,153","8,221"
2025-04-04 21:05:00,0,"10,536","18,428","8,537"
2025-04-04 21:00:00,0,"10,532","14,867","9,052"
2025-04-04 20:55:00,0,"10,324","20,773","8,098"
2025-04-04 20:50:00,0,"10,082","14,218","8,468"
2025-04-04 20:45:00,0,10,"19,223","8,526"
2025-04-04 20:40:00,0,"10,313","17,556","8,288"
2025-04-04 20:35:00,0,"10,069","15,269","8,479"
2025-04-04 20:30:00,0,"10,358","20,818","8,299"
2025-04-04 20:25:00,0,"10,064","13,165","8,77"
2025-04-04 20:20:00,0,"10,181","20,171","8,605"
2025-04-04 20:15:00,0,"10,176","17,096","8,033"
2025-04-04 20:10:00,0,"10,619","15,1","8,354"
2025-04-04 20:05:00,0,"11,504","21,013","8,456"
2025-04-04 20:00:00,0,"10,663","14,081","8,227"
2025-04-04 19:55:00,0,"10,453","18,866","8,413"
2025-04-04 19:50:00,0,"10,642","18,192","8,128"
2025-04-04 19:45:00,0,"10,621","16,326","8,122"
2025-04-04 19:40:00,0,"11,228","20,784","8,658"
2025-04-04 19:35:00,0,"10,349","12,847","9,078"
2025-04-04 19:30:00,0,"10,55","20,908","10,2"
2025-04-04 19:25:00,0,"11,402","17,122","9,384"
2025-04-04 19:20:00,0,"10,718","17,129","9,881"
2025-04-04 19:15:00,0,"10,451","21,148","9,1"
2025-04-04 19:10:00,0,"10,474","13,199","9,08"
2025-04-04 19:05:00,0,"10,979","20,706","9,118"
2025-04-04 19:00:00,0,"10,441","16,25","9,366"
2025-04-04 18:55:00,0,"10,422","17,413","9,328"
2025-04-04 18:50:00,0,"10,494","19,897","9,074"
2025-04-04 18:45:00,0,"10,994","13,964","8,977"
2025-04-04 18:40:00,0,"10,55","21,44","9,056"
2025-04-04 18:35:00,0,"11,102","15,155","9,098"
2025-04-04 18:30:00,0,"10,699","18,971","8,952"
2025-04-04 18:25:00,0,"10,609","18,913","8,675"
2025-04-04 18:20:00,0,"10,831","14,846","8,911"
2025-04-04 18:15:00,0,"11,356","20,866","9,493"
2025-04-04 18:10:00,0,"10,823","13,682","9,174"
2025-04-04 18:05:00,0,"10,722","17,862","9,198"
2025-04-04 18:00:00,0,"11,05","18,971","9,312"
2025-04-04 17:55:00,0,"10,694","13,976","9,535"
2025-04-04 17:50:00,0,"10,58","21,085","9,194"
2025-04-04 17:45:00,0,"11,174","14,081","9,012"
2025-04-04 17:40:00,0,"10,897","19,009","8,764"
2025-04-04 17:35:00,0,"10,718","17,027","9,048"
2025-04-04 17:30:00,0,"10,968","17,011","8,85"
2025-04-04 17:25:00,0,"11,135","21,038","9,076"
2025-04-04 17:20:00,0,"11,066","16,145","8,965"
2025-04-04 17:15:00,0,"11,111","16,513","8,629"
2025-04-04 17:10:00,0,"10,607","10,915","8,756"
2025-04-04 17:05:00,0,"10,486","10,706","9,02"
2025-04-04 17:00:00,0,"10,403","11,371","8,864"
2025-04-04 16:55:00,0,"10,496","10,751","9,04"
2025-04-04 16:50:00,0,"10,87","10,796","9,181"
2025-04-04 16:45:00,0,"10,774","10,696","9,076"
2025-04-04 16:40:00,0,"10,506","10,877",9
2025-04-04 16:35:00,0,"10,702","10,634","9,092"
2025-04-04 16:30:00,0,"10,692","10,694","8,795"
2025-04-04 16:25:00,0,"10,994","10,631","8,855"
2025-04-04 16:20:00,0,"10,74","11,192","8,887"
2025-04-04 16:15:00,0,"11,054","10,733","8,689"
2025-04-04 16:10:00,0,"11,528","11,008","9,235"
2025-04-04 16:05:00,0,"11,208","10,885","9,162"
2025-04-04 16:00:00,0,"11,658","10,778","8,995"
2025-04-04 15:55:00,0,"11,584","10,752","8,994"
2025-04-04 15:50:00,0,"11,094","10,84","9,443"
2025-04-04 15:45:00,0,"10,782","11,165","9,18"
2025-04-04 15:40:00,0,"10,841","11,125","9,188"
2025-04-04 15:35:00,0,"10,808","11,17","8,796"
2025-04-04 15:30:00,0,"11,212","11,204","8,749"
2025-04-04 15:25:00,0,"11,114","11,852","8,929"
2025-04-04 15:20:00,0,"11,096","10,84","9,094"
2025-04-04 15:15:00,0,"11,08","10,644","9,206"
2025-04-04 15:10:00,0,"10,825","10,625","8,981"
2025-04-04 15:05:00,0,"10,966","10,732","8,974"
2025-04-04 15:00:00,0,"11,358","10,552","8,717"
2025-04-04 14:55:00,0,"11,07","10,895","8,854"
2025-04-04 14:50:00,0,"11,548","11,162","9,047"
2025-04-04 14:45:00,0,"11,707","11,417","8,875"
2025-04-04 14:40:00,0,"11,586","11,118","8,858"
2025-04-04 14:35:00,0,"12,109","10,747","8,86"
2025-04-04 14:30:00,0,"10,814","11,092","9,108"
2025-04-04 14:25:00,0,"10,69","10,957","8,78"
2025-04-04 14:20:00,0,"10,668","10,608","8,73"
2025-04-04 14:15:00,0,"11,077","10,806","8,939"
2025-04-04 14:10:00,0,"10,622","10,886","8,954"
2025-04-04 14:05:00,0,"10,532","10,496","8,68"
2025-04-04 14:00:00,0,"10,288","10,444","8,712"
2025-04-04 13:55:00,0,"10,38","10,668","8,96"
2025-04-04 13:50:00,0,"10,408","10,562","8,72"
2025-04-04 13:45:00,0,"10,727","10,741","9,317"
2025-04-04 13:40:00,0,"10,214","10,673","8,96"
2025-04-04 13:35:00,0,"10,288","10,212","9,205"
2025-04-04 13:30:00,0,"10,72","10,217","8,936"
2025-04-04 13:25:00,0,"11,041","10,402","9,077"
2025-04-04 13:20:00,0,"11,431","10,505","9,407"
2025-04-04 13:15:00,0,"11,455","10,72","9,324"
2025-04-04 13:10:00,0,"10,699","10,604","8,952"
2025-04-04 13:05:00,0,"11,448","11,132","8,833"
2025-04-04 13:00:00,0,"10,858","11,254","9,211"
2025-04-04 12:55:00,0,"10,764","10,746","9,173"
2025-04-04 12:50:00,0,"10,906","10,658","9,143"
2025-04-04 12:45:00,0,"10,554","10,844","9,457"
2025-04-04 12:40:00,0,"10,606","10,722","8,627"
2025-04-04 12:35:00,0,"10,728","10,582","8,825"
2025-04-04 12:30:00,0,"11,008","11,03","9,27"
2025-04-04 12:25:00,0,"10,663","11,886","8,874"
2025-04-04 12:20:00,0,"10,552","11,206","8,946"
2025-04-04 12:15:00,0,"10,853","11,623","9,167"
2025-04-04 12:10:00,0,"10,945","11,136","8,892"
2025-04-04 12:05:00,0,"11,19","12,282","8,862"
2025-04-04 12:00:00,0,"10,902","11,084","8,906"
2025-04-04 11:55:00,0,"10,987","10,927","9,302"
2025-04-04 11:50:00,0,"10,44","11,92","8,652"
2025-04-04 11:45:00,0,"11,112","11,652","8,694"
2025-04-04 11:40:00,0,"11,34","10,726","8,672"
2025-04-04 11:35:00,0,"10,877","11,128","8,783"
2025-04-04 11:30:00,0,"11,432","10,84","9,058"
2025-04-04 11:25:00,0,"10,627","10,907","8,704"
2025-04-04 11:20:00,0,"10,174","10,704","9,793"
2025-04-04 11:15:00,0,"10,114","10,798","8,952"
2025-04-04 11:10:00,0,"12,106","10,894","9,3"
2025-04-04 11:05:00,0,"12,377","11,508","8,971"
2025-04-04 11:00:00,0,"11,447","10,708",9
2025-04-04 10:55:00,0,"11,138","11,017","9,223"
2025-04-04 10:50:00,0,"13,65","10,949","9,586"
2025-04-04 10:45:00,0,"13,253","10,998","9,479"
2025-04-04 10:40:00,0,"13,613","11,267","8,977"
2025-04-04 10:35:00,0,"14,327","10,96","8,99"
2025-04-04 10:30:00,0,"13,319","10,724","8,93"
2025-04-04 10:25:00,0,"13,116","11,435","8,875"
2025-04-04 10:20:00,0,"13,303","11,514","8,983"
2025-04-04 10:15:00,0,"10,816","10,902","8,957"
2025-04-04 10:10:00,0,"11,05","11,087","9,241"
2025-04-04 10:05:00,0,"10,608","10,729","9,01"
2025-04-04 10:00:00,0,"10,667","11,507","9,558"
2025-04-04 09:55:00,0,"10,961","11,444","9,275"
2025-04-04 09:50:00,0,"10,951","11,029","9,259"
2025-04-04 09:45:00,0,"10,72","10,714","9,358"
2025-04-04 09:40:00,0,"11,299","10,79","9,084"
2025-04-04 09:35:00,0,"11,006","10,564","9,338"
2025-04-04 09:30:00,0,"11,035","10,871","9,368"
2025-04-04 09:25:00,0,"10,435","10,82","9,371"
2025-04-04 09:20:00,0,"10,222","11,106","8,903"
2025-04-04 09:15:00,0,"10,676","11,051","8,976"
2025-04-04 09:10:00,0,"11,089","10,867","9,54"
2025-04-04 09:05:00,0,"10,454","11,023","9,164"
2025-04-04 09:00:00,0,"10,32","10,696","9,527"
2025-04-04 08:55:00,0,"10,549","11,039","9,109"
2025-04-04 08:50:00,0,"10,351","11,042","9,118"
2025-04-04 08:45:00,0,"11,944","10,709","9,245"
2025-04-04 08:40:00,0,"12,908","10,74","9,238"
2025-04-04 08:35:00,0,"13,236","10,646","9,151"
2025-04-04 08:30:00,0,"12,811","10,76","9,241"
2025-04-04 08:25:00,0,"12,856","11,189","9,318"
2025-04-04 08:20:00,0,"12,802","11,18","9,682"
2025-04-04 08:15:00,0,"12,006","11,018","8,893"
2025-04-04 08:10:00,0,"11,094","11,366","9,329"
2025-04-04 08:05:00,0,"10,687","11,456","8,914"
2025-04-04 08:00:00,0,"11,222","11,015","8,954"
2025-04-04 07:55:00,0,"10,3","10,944","9,34"
2025-04-04 07:50:00,0,"10,265","10,991","9,019"
2025-04-04 07:45:00,0,"11,219","10,824","9,196"
2025-04-04 07:40:00,0,"10,128","10,788","9,305"
2025-04-04 07:35:00,0,"9,528","10,613","9,342"
2025-04-04 07:30:00,0,"9,871","11,6","9,25"
2025-04-04 07:25:00,0,"9,868","11,558","9,268"
2025-04-04 07:20:00,0,"12,257","11,448","8,489"
2025-04-04 07:15:00,0,"12,192","11,354","8,33"
2025-04-04 07:10:00,0,"12,796","11,177","7,932"
2025-04-04 07:05:00,0,"12,772","11,118","7,814"
2025-04-04 07:00:00,0,"13,694","10,703","7,846"
2025-04-04 06:55:00,0,"13,094","10,612","7,718"
2025-04-04 06:50:00,0,"12,989","10,745","7,648"
2025-04-04 06:45:00,0,"11,119","10,822","7,787"
2025-04-04 06:40:00,0,"10,988","11,387","7,56"
2025-04-04 06:35:00,0,"10,444","11,232","7,825"
2025-04-04 06:30:00,0,"9,56","10,43","7,706"
2025-04-04 06:25:00,0,"9,662","10,426","8,554"
2025-04-04 06:20:00,0,"9,546","10,704","8,987"
2025-04-04 06:15:00,0,"9,239","10,267","7,668"
2025-04-04 06:10:00,0,"10,002","10,628","7,928"
2025-04-04 06:05:00,0,"9,859","11,353","7,769"
2025-04-04 06:00:00,0,"9,568","11,074","7,726"
2025-04-04 05:55:00,0,"11,903","11,287","7,787"
2025-04-04 05:50:00,0,"11,908","10,998","7,95"
2025-04-04 05:45:00,0,"12,403","10,468","8,134"
2025-04-04 05:40:00,0,"12,258","10,201","7,822"
2025-04-04 05:35:00,0,"12,376","10,154","8,298"
2025-04-04 05:30:00,0,"12,45","10,295","8,318"
2025-04-04 05:25:00,0,"12,24","10,169","8,066"
2025-04-04 05:20:00,0,"9,941","10,591","7,835"
2025-04-04 05:15:00,0,"9,613","11,351","7,872"
2025-04-04 05:10:00,0,"9,864","10,111","7,877"
2025-04-04 05:05:00,0,"9,659","10,172","7,902"
2025-04-04 05:00:00,0,"9,224","10,199","7,603"
2025-04-04 04:55:00,0,"9,718","10,188","7,432"
2025-04-04 04:50:00,0,"9,437","10,55","7,436"
2025-04-04 04:45:00,0,"9,125","10,94","7,559"
2025-04-04 04:40:00,0,"9,451","10,373","7,481"
2025-04-04 04:35:00,0,"9,748","10,192","7,43"
2025-04-04 04:30:00,0,"9,949","10,218","7,482"
2025-04-04 04:25:00,0,"9,59","10,422","7,814"
2025-04-04 04:20:00,0,"9,65","10,384","7,73"
2025-04-04 04:15:00,0,"9,088","11,162","7,583"
2025-04-04 04:10:00,0,"9,188","10,727","7,573"
2025-04-04 04:05:00,0,"9,478","10,318","7,532"
2025-04-04 04:00:00,0,"9,653","10,256","7,672"
2025-04-04 03:55:00,0,"9,661","10,202","7,447"
2025-04-04 03:50:00,0,"9,488","10,241","7,368"
2025-04-04 03:45:00,0,"9,714","10,429","7,565"
2025-04-04 03:40:00,0,"9,974","10,519","7,781"
2025-04-04 03:35:00,0,"9,63","10,416","7,438"
2025-04-04 03:30:00,0,"9,782","10,172","7,476"
2025-04-04 03:25:00,0,"9,905","10,534","7,576"
2025-04-04 03:20:00,0,"9,536","10,19","7,645"
2025-04-04 03:15:00,0,"10,098","10,17","7,848"
2025-04-04 03:10:00,0,"9,948","10,451","8,19"
2025-04-04 03:05:00,0,"9,974","10,814","7,87"
2025-04-04 03:00:00,0,"9,74","10,946","7,862"
2025-04-04 02:55:00,0,"9,745","10,446","8,072"
2025-04-04 02:50:00,0,"9,666","10,348","8,147"
2025-04-04 02:45:00,0,"9,697","10,507","7,822"
2025-04-04 02:40:00,0,"9,433","10,447","7,868"
2025-04-04 02:35:00,0,"9,53","10,464","8,038"
2025-04-04 02:30:00,0,"9,65","10,46","8,05"
2025-04-04 02:25:00,0,"9,799","11,002","7,865"
2025-04-04 02:20:00,0,"9,421","10,582","7,799"
2025-04-04 02:15:00,0,"9,314","10,478","7,831"
2025-04-04 02:10:00,0,"9,268","10,536","8,081"
2025-04-04 02:05:00,0,"9,743","10,84","8,326"
2025-04-04 02:00:00,0,"9,636","10,588","8,168"
2025-04-04 01:55:00,0,"9,51","10,904","8,36"
2025-04-04 01:50:00,0,"9,557","10,65","8,106"
2025-04-04 01:45:00,0,"9,642","10,638","7,892"
2025-04-04 01:40:00,0,"9,846","10,757","7,934"
2025-04-04 01:35:00,0,"10,208","10,525","7,781"
2025-04-04 01:30:00,0,"9,498","10,55","8,074"
2025-04-04 01:25:00,0,"9,544","10,447","7,898"
2025-04-04 01:20:00,0,"9,73","10,318","8,009"
2025-04-04 01:15:00,0,"9,636","10,487","7,867"
2025-04-04 01:10:00,0,"10,014","10,81","8,038"
2025-04-04 01:05:00,0,"9,671","10,421","8,172"
2025-04-04 01:00:00,0,"9,572","10,49","8,048"
2025-04-04 00:55:00,0,"9,426","10,532","8,431"
2025-04-04 00:50:00,0,"9,508","10,656","8,333"
2025-04-04 00:45:00,0,"9,824","10,99","8,19"
2025-04-04 00:40:00,0,"9,704","10,76","8,164"
2025-04-04 00:35:00,0,"9,631","10,937","8,369"
2025-04-04 00:30:00,0,"10,368","11,524","8,365"
2025-04-04 00:25:00,0,"11,502","11,501","8,171"
2025-04-04 00:20:00,0,"10,621","11,087","8,399"
2025-04-04 00:15:00,0,"10,64","11,035","8,171"
2025-04-04 00:10:00,0,"10,702","10,835","8,113"
2025-04-04 00:05:00,0,"9,808","10,889","8,314"
2025-04-04 00:00:00,0,"9,428","10,991","8,124"
2025-04-03 23:55:00,0,"9,419","11,18","8,045"
2025-04-03 23:50:00,0,"9,37","10,867","8,132"
2025-04-03 23:45:00,0,"9,469","11,176","8,182"
2025-04-03 23:40:00,0,"9,319","10,926","7,909"
2025-04-03 23:35:00,0,"9,652","10,808","8,297"
2025-04-03 23:30:00,0,"9,802","10,975","8,364"
2025-04-03 23:25:00,0,"9,427","11,386","8,155"
2025-04-03 23:20:00,0,"9,785","10,862","8,016"
2025-04-03 23:15:00,0,"9,619","10,692","7,945"
2025-04-03 23:10:00,0,"9,641","10,8","8,38"
2025-04-03 23:05:00,0,"10,15","11,136","8,119"
2025-04-03 23:00:00,0,"10,126","10,74","8,645"
2025-04-03 22:55:00,0,"10,279","10,766","8,022"
2025-04-03 22:50:00,0,"10,804","10,865","8,365"
2025-04-03 22:45:00,0,"10,024","10,823","8,38"
2025-04-03 22:40:00,0,"10,334","10,789","8,171"
2025-04-03 22:35:00,0,"10,109","10,765","8,104"
2025-04-03 22:30:00,0,"10,398","10,984","8,168"
2025-04-03 22:25:00,0,"10,363","11,122","8,244"
2025-04-03 22:20:00,0,"11,008","11,717","8,136"
2025-04-03 22:15:00,0,"10,585","11,066","8,327"
2025-04-03 22:10:00,0,"11,542","10,909","8,408"
2025-04-03 22:05:00,0,"11,63","10,84","8,104"
2025-04-03 22:00:00,0,"10,681","10,74","8,257"
2025-04-03 21:55:00,0,"10,686","10,834","8,18"
2025-04-03 21:50:00,0,"10,72","10,71","8,099"
2025-04-03 21:45:00,0,"10,561","10,792","8,244"
2025-04-03 21:40:00,0,"10,805","10,922","8,002"
2025-04-03 21:35:00,0,"9,938","10,715","8,116"
2025-04-03 21:30:00,0,"9,972","11,044","8,563"
2025-04-03 21:25:00,0,"10,595","10,588","8,143"
2025-04-03 21:20:00,0,"9,9","10,746","8,226"
2025-04-03 21:15:00,0,"9,893","10,986","8,207"
2025-04-03 21:10:00,0,"10,39","10,65","8,251"
2025-04-03 21:05:00,0,"11,666","10,607","8,952"
2025-04-03 21:00:00,0,"10,594","10,729","9,176"
2025-04-03 20:55:00,0,"10,235","10,616","9,086"
2025-04-03 20:50:00,0,"10,188","10,607","8,939"
2025-04-03 20:45:00,0,"10,26","11,242","9,216"
2025-04-03 20:40:00,0,"10,444","10,698","8,42"
2025-04-03 20:35:00,0,"10,978","10,502","8,49"
2025-04-03 20:30:00,0,"10,208","10,614","8,443"
2025-04-03 20:25:00,0,"10,187","10,795","8,758"
2025-04-03 20:20:00,0,"11,002","10,996","8,508"
2025-04-03 20:15:00,0,"10,746","10,97","8,948"
2025-04-03 20:10:00,0,"10,432","10,714","9,539"
2025-04-03 20:05:00,0,"11,118","10,896","9,062"
2025-04-03 20:00:00,0,"10,596","11,341","9,292"
2025-04-03 19:55:00,0,"10,769","11,236","9,541"
2025-04-03 19:50:00,0,"10,793","11,377","9,401"
2025-04-03 19:45:00,0,"10,6","11,15","10,53"
2025-04-03 19:40:00,0,"11,318","10,862","9,516"
2025-04-03 19:35:00,0,"11,903","10,848","9,325"
2025-04-03 19:30:00,0,"10,658","10,999","9,782"
2025-04-03 19:25:00,0,"10,939","11,077","9,431"
2025-04-03 19:20:00,0,"11,165","11,094","9,444"
2025-04-03 19:15:00,0,"11,897","11,288","9,902"
2025-04-03 19:10:00,0,"11,135","11,065","10,037"
2025-04-03 19:05:00,0,"11,477","11,262","10,265"
2025-04-03 19:00:00,0,"10,958",11,"10,596"
2025-04-03 18:55:00,0,"11,321","10,774","9,805"
2025-04-03 18:50:00,0,"10,603","10,909","9,52"
2025-04-03 18:45:00,0,"9,846","10,796","9,461"
2025-04-03 18:40:00,0,"10,169","11,334","9,661"
2025-04-03 18:35:00,0,"9,995","11,186","9,353"
2025-04-03 18:30:00,0,"10,342","10,912","9,602"
2025-04-03 18:25:00,0,"10,954","10,765","9,583"
2025-04-03 18:20:00,0,"10,337","10,788","9,66"
2025-04-03 18:15:00,0,"10,14","10,594","9,467"
2025-04-03 18:10:00,0,"9,956","10,902","9,45"
2025-04-03 18:05:00,0,"10,046","10,751","9,343"
2025-04-03 18:00:00,0,"10,327","10,934","9,535"
2025-04-03 17:55:00,0,"10,476","10,892","9,443"
2025-04-03 17:50:00,0,"10,469","10,865","9,499"
2025-04-03 17:45:00,0,"10,86","10,696","9,754"
2025-04-03 17:40:00,0,"10,328","10,709","9,511"
2025-04-03 17:35:00,0,"10,056","10,685","9,138"
2025-04-03 17:30:00,0,"10,379","10,83","8,498"
2025-04-03 17:25:00,0,"10,283","10,889","8,99"
2025-04-03 17:20:00,0,"10,087","10,87","8,936"
2025-04-03 17:15:00,0,"10,088","10,568","8,912"
2025-04-03 17:10:00,0,"10,445","10,696","8,914"
2025-04-03 17:05:00,0,"9,961","10,411","8,983"
2025-04-03 17:00:00,0,"10,024","10,666","9,295"
2025-04-03 16:55:00,0,"9,923","10,954","8,774"
2025-04-03 16:50:00,0,"10,212","11,485","8,717"
2025-04-03 16:45:00,0,"10,289","11,491","8,92"
2025-04-03 16:40:00,0,"10,46","10,951","8,766"
2025-04-03 16:35:00,0,11,"10,92","8,924"
2025-04-03 16:30:00,0,"10,804","11,43","8,922"
2025-04-03 16:25:00,0,"10,622","11,126","8,826"
2025-04-03 16:20:00,0,"10,85","11,629","8,803"
2025-04-03 16:15:00,0,"10,937","10,86","9,088"
2025-04-03 16:10:00,0,"10,426","10,771","8,99"
2025-04-03 16:05:00,0,"10,418","12,392","9,404"
2025-04-03 16:00:00,0,"10,229","20,525","8,954"
2025-04-03 15:55:00,0,"10,56","15,565","9,224"
2025-04-03 15:50:00,0,"10,475","21,22","8,837"
2025-04-03 15:45:00,0,"10,673","16,597","8,737"
2025-04-03 15:40:00,0,"13,428","20,334","8,665"
2025-04-03 15:35:00,0,"13,562","19,891","8,831"
2025-04-03 15:30:00,0,"12,94","16,204","8,812"
2025-04-03 15:25:00,0,"13,414","21,509","8,833"
2025-04-03 15:20:00,0,"13,549","15,094","8,874"
2025-04-03 15:15:00,0,"13,26","21,545","8,726"
2025-04-03 15:10:00,0,"12,196","17,273","8,928"
2025-04-03 15:05:00,0,"11,05","19,279","8,629"
2025-04-03 15:00:00,0,"10,552","20,675","8,758"
2025-04-03 14:55:00,0,"10,614","15,252","8,738"
2025-04-03 14:50:00,0,"10,439","21,828","8,662"
2025-04-03 14:45:00,0,"10,451","16,849","8,846"
2025-04-03 14:40:00,0,"10,694","19,474","8,816"
2025-04-03 14:35:00,0,"11,164","20,978","8,801"
2025-04-03 14:30:00,0,"10,652","14,29","8,702"
2025-04-03 14:25:00,0,"10,163","20,89","9,026"
2025-04-03 14:20:00,0,"10,52","15,57","8,821"
2025-04-03 14:15:00,0,"10,771","19,856","9,019"
2025-04-03 14:10:00,0,"10,724","17,983","8,674"
2025-04-03 14:05:00,0,"11,038","16,538","8,922"
2025-04-03 14:00:00,0,"11,17","20,976","9,58"
2025-04-03 13:55:00,0,"10,704","14,026","8,568"
2025-04-03 13:50:00,0,"11,027","21,199","8,497"
2025-04-03 13:45:00,0,"10,783","17,555","8,61"
2025-04-03 13:40:00,0,"10,573","17,142","8,629"
2025-04-03 13:35:00,0,"11,182","21,241","8,47"
2025-04-03 13:30:00,0,"10,655","13,206","8,574"
2025-04-03 13:25:00,0,"10,424","20,111","8,946"
2025-04-03 13:20:00,0,"10,579","17,376","8,652"
2025-04-03 13:15:00,0,"10,304","17,507","8,516"
2025-04-03 13:10:00,0,"11,042","20,326","8,843"
2025-04-03 13:05:00,0,"10,962","13,936","8,639"
2025-04-03 13:00:00,0,"10,446","20,236","8,638"
2025-04-03 12:55:00,0,"10,488","16,703","9,298"
2025-04-03 12:50:00,0,"10,763","18,15","9,132"
2025-04-03 12:45:00,0,"10,85","21,089","9,176"
2025-04-03 12:40:00,0,"11,272","13,769","8,951"
2025-04-03 12:35:00,0,"11,024","20,688","8,594"
2025-04-03 12:30:00,0,"11,699","15,757","8,623"
2025-04-03 12:25:00,0,"11,39","18,828","9,224"
2025-04-03 12:20:00,0,"10,391","20,428","9,382"
2025-04-03 12:15:00,0,"11,236","14,432","9,151"
2025-04-03 12:10:00,0,"11,332","20,73","9,064"
2025-04-03 12:05:00,0,"11,464","14,576","9,538"
2025-04-03 12:00:00,0,"10,724","20,701","9,472"
2025-04-03 11:55:00,0,"11,406","16,234","8,977"
2025-04-03 11:50:00,0,"11,281","17,976","9,134"
2025-04-03 11:45:00,0,"10,501","20,376","9,307"
2025-04-03 11:40:00,0,"10,8","14,458","9,481"
2025-04-03 11:35:00,0,"10,619","21,613","8,837"
2025-04-03 11:30:00,0,"10,471","15,074","8,887"
2025-04-03 11:25:00,0,"10,608","19,105","8,312"
2025-04-03 11:20:00,0,"11,495","18,877","8,36"
2025-04-03 11:15:00,0,"12,895","16,888","8,136"
2025-04-03 11:10:00,0,"11,174","20,83","8,23"
2025-04-03 11:05:00,0,"10,909","14,08","8,824"
2025-04-03 11:00:00,0,"10,295","21,113","8,89"
2025-04-03 10:55:00,0,"13,068","15,709","8,383"
2025-04-03 10:50:00,0,"12,851","17,791","8,21"
2025-04-03 10:45:00,0,"13,459","19,765","8,556"
2025-04-03 10:40:00,0,"13,52","16,003","9,006"
2025-04-03 10:35:00,0,"13,178","21,055","8,563"
2025-04-03 10:30:00,0,"12,96","14,339","8,357"
2025-04-03 10:25:00,0,"12,772","19,834","8,233"
2025-04-03 10:20:00,0,"11,268","19,238","8,098"
2025-04-03 10:15:00,0,"10,626","15,017","8,054"
2025-04-03 10:10:00,0,"10,274","22,637","8,332"
2025-04-03 10:05:00,0,"11,598","16,268","8,082"
2025-04-03 10:00:00,0,"10,561","18,949","8,014"
2025-04-03 09:55:00,0,"11,1","19,124","8,264"
2025-04-03 09:50:00,0,"10,798","14,542","8,052"
2025-04-03 09:45:00,0,"11,12","20,597","8,185"
2025-04-03 09:40:00,0,"10,927","14,273","7,962"
2025-04-03 09:35:00,0,"10,786","19,79","8,254"
2025-04-03 09:30:00,0,"11,093","17,874","8,162"
2025-04-03 09:25:00,0,"10,633","15,948","8,162"
2025-04-03 09:20:00,0,"10,109","20,94","8,126"
2025-04-03 09:15:00,0,"10,196","13,843","8,357"
2025-04-03 09:10:00,0,"10,637","20,843","7,801"
2025-04-03 09:05:00,0,"11,274","16,32","8,104"
2025-04-03 09:00:00,0,"10,585","18,79","7,733"
2025-04-03 08:55:00,0,"11,095","18,385","8,017"
2025-04-03 08:50:00,0,"10,709","16,174","7,926"
2025-04-03 08:45:00,0,"10,795","21,138","8,23"
2025-04-03 08:40:00,0,"10,278","13,955","8,089"
2025-04-03 08:35:00,0,"10,546","20,999","8,032"
2025-04-03 08:30:00,0,"10,056","16,546","8,255"
2025-04-03 08:25:00,0,"10,132","17,85","7,968"
2025-04-03 08:20:00,0,"10,697","20,213","8,174"
2025-04-03 08:15:00,0,"10,33","14,267","8,039"
2025-04-03 08:10:00,0,"9,866","21,215","8,123"
2025-04-03 08:05:00,0,"9,872","15,643","8,099"
2025-04-03 08:00:00,0,"10,483","19,087","8,118"
2025-04-03 07:55:00,0,"9,98","18,301","9,246"
