Date,Consumption [kW],MCB 1102 [kW],MCB 1202 [kW],MCB 1201 [kW],MCB 1101 [kW],DKS PD / PTP  17 Fl [kW],MCB 1601 [kW],ECB 1801 150A [kW],ECB 1901 [kW],MCB 1401 [kW],MCB 1501 [kW],ECB 225 -  21F [kW],ECB 20F [kW],MCB 802 [kW],MCB 801 [kW],MCB 701 [kW],MCB 702 [kW],ECB 2301 150A [kW],ECB 2201 150A [kW],EBC 2401 150A [kW]
2025-07-30 21:00:00,0,"2,178","0,001","0,001","0,001","4,348","5,968","11,598","5,772","8,015","18,095","10,592","5,734","4,594","1,536","6,253","5,774","10,811","10,469","9,757"
2025-07-30 20:55:00,0,"2,173","0,001","0,001","0,001","4,339","5,902","11,66","6,356","8,01","18,218","11,082","5,858","4,519","1,543","6,451","4,958","10,492","10,264","9,708"
2025-07-30 20:50:00,0,"2,166","0,001","0,001","0,001","4,337","5,798","11,186","7,127","8,525","18,58","11,03","5,801","5,152","1,608","6,702","4,643","10,826","10,763","9,409"
2025-07-30 20:45:00,0,"2,162","0,001","0,001","0,001","4,345","5,698","11,07","5,521","8,616","18,172","11,248","7,36","4,518","1,658","6,793","5,437","11,051","10,64","9,454"
2025-07-30 20:40:00,0,"2,155","0,001","0,001","0,001","4,346","5,826","11,197","5,267","8,42","18,107","11,419","8,68","4,448","1,638","6,671","5,675","10,296","10,849","9,376"
2025-07-30 20:35:00,0,"2,154","0,001","0,001","0,001","4,349","6,247","10,796","5,81","8,357","18,019","11,238","9,104","4,517","1,702","6,634","4,519","10,486","10,592","9,042"
2025-07-30 20:30:00,0,"2,148","0,001","0,001","0,001","4,35","7,573","10,828","6,653","8,598","18,178","11,232","5,88","4,5","1,722","6,491","4,584","10,578","10,379","9,007"
2025-07-30 20:25:00,0,"2,142","0,001","0,001","0,001","4,345","10,182","10,771","7,001","8,723","18,037","11,244","5,827","4,584","1,865","6,4","6,442","9,439","10,918","8,3"
2025-07-30 20:20:00,0,"2,137","0,001","0,001","0,001","4,35","11,634","10,802","6,54","8,568","18,049","11,519","5,743","4,658","1,856","6,679","5,233","11,36","10,806","9,71"
2025-07-30 20:15:00,0,"2,096","0,001","0,001","0,001","4,339","12,66","11,365","6,541","8,53","17,917","11,074","6,275","4,558","1,89","6,468","3,773","10,877","10,09","8,935"
2025-07-30 20:10:00,0,"2,1","0,001","0,001","0,001","4,368","12,751","10,7","7,505","8,437","17,851","11,022","8,609","4,553","1,886","6,275","3,716","11,26","10,76","8,972"
2025-07-30 20:05:00,0,"2,1","0,001","0,001","0,001","4,44","12,634","10,673","7,676","8,549","18,175","11,386","8,718","4,54","1,878","6,85","4,458","10,836","10,297","8,953"
2025-07-30 20:00:00,0,"2,104","0,001","0,001","0,001","4,453","12,779","10,874","8,105","8,476","17,831","11,274","6,706","4,757","1,926","6,451","3,157","10,237","10,202","8,971"
2025-07-30 19:55:00,0,"2,237","0,001","0,001","0,001","4,474","12,918","10,813","6,44","8,894","18,244","11,664","5,94","4,831","1,913","6,455","3,365","10,844","10,894","9,518"
2025-07-30 19:50:00,0,"2,242","0,001","0,001","0,001","4,478","13,087","10,764","6,464","8,939","18,397","11,863","5,687","6,552","1,924","6,456","4,939","10,67","10,816","9,284"
2025-07-30 19:45:00,0,"2,237","0,001","0,001","0,001","4,165","13,421","10,886","7,452","9,155","18,428","11,63","5,698","7,01","1,949","6,694","4,517","10,667","10,558","9,533"
2025-07-30 19:40:00,0,"2,236","0,001","0,001","0,001","4,132","13,267","10,948","7,614","9,05","18,59","11,849","7,618","7,028","2,024","6,494","3,877","10,594","10,64","9,409"
2025-07-30 19:35:00,0,"2,237","0,001","0,001","0,001","4,142","13,35","10,757","7,903","9,308","18,635","11,93","8,879","7,128","2,119","6,51","4,806","10,806","10,716","9,464"
2025-07-30 19:30:00,0,"2,234","0,001","0,001","0,001","4,128","12,976","10,762","6,692","9,301","18,898","12,1","8,333","8,165","2,093","6,469","4,822","10,883","10,888","9,506"
2025-07-30 19:25:00,0,"2,233","0,001","0,001","0,001","4,135","13,139","10,71","6,737","9,608","18,118","11,633","5,686","9,668","2,13","7,115","3,953","11,112","10,843","9,542"
2025-07-30 19:20:00,0,"2,245","0,001","0,001","0,001","4,126","13,196","10,745","7,9","9,337","18,734","11,676","5,641","9,469","2,587","6,881","5,219","11,059","10,69","9,355"
2025-07-30 19:15:00,0,"2,245","0,001","0,001","1,38","4,136","12,961","10,71","8,303","9,608","19,71","11,657","5,837","9,449","2,647","6,973","4,29","10,716","10,848","9,496"
2025-07-30 19:10:00,0,"2,243","0,001","0,001","4,174","4,127","13,164","10,642","7,56","9,942","20,346","12,125","6,086","10,198","2,228","6,503","3,956","11,132","11,34","9,595"
2025-07-30 19:05:00,0,"2,236","0,001","0,001","4,169","4,132","12,932","10,745","6,787","10,649","19,447","11,782","8,608","9,604","2,249","6,444","4,774","11,926","10,741","9,44"
2025-07-30 19:00:00,0,"2,234","0,001","0,001","4,166","4,316","13,458","10,609","7,16","10,774","19,102","11,957","8,863","9,719","2,173","6,997","4,888","10,439","10,478","9,454"
2025-07-30 18:55:00,0,"2,231","0,001","0,001","4,159","4,33","13,301","10,804","8,042","10,601","20,173","11,986","7,722","9,836","2,323","6,67","4,157","10,915","10,594","9,472"
2025-07-30 18:50:00,0,"2,221","0,001","0,001","4,151","4,297","13,175","10,609","8,755","10,655","21,686","12,202","5,848","10,102","2,638","6,558","4,89","11,401","10,698","9,707"
2025-07-30 18:45:00,0,"2,213","0,001","0,001","4,139","4,307","12,907","10,669","7,537","10,622","19,48","12,064","5,963","10,104","2,468","6,968","6,046","12,228","10,547","9,812"
2025-07-30 18:40:00,0,"2,214","0,001","0,001","4,141","4,308","13,285","10,758","8,491","10,25","19,262","11,641","5,834","10,259","2,363","7,02","5,082","12,51","10,739","9,623"
2025-07-30 18:35:00,0,"2,221","0,001","0,001","4,151","4,332","14,051","10,798","9,96","10,342","19,444","11,494","7,661","11,545","2,35","7,159","5,755","11,336","10,837","9,882"
2025-07-30 18:30:00,0,"2,225","0,001","0,001","4,154","4,333","14,479","11,184","10,712","10,69","20,05","11,675","10,266","11,61","2,294","7,604","6,391","11,002","12,188","9,71"
2025-07-30 18:25:00,0,"2,22","0,001","0,001","4,152","4,34","14,323","10,801","11,082","10,394","19,963","11,633","10,696","11,06","2,314","7,217","6,679","10,787","10,698","9,678"
2025-07-30 18:20:00,0,"2,219","0,001","0,001","4,152","4,608","14,243","10,818","10,594","10,387","20,125","11,496","7,91","11,053","2,37","7,42","5,755","10,739","10,79","9,449"
2025-07-30 18:15:00,0,"2,226","0,001","0,001","4,162","4,662","14,185","10,991","9,9","10,411","20,041","11,696","7,661","11,201","2,471","7,428","5,86","10,912","10,901","9,647"
2025-07-30 18:10:00,0,"2,227","0,001","0,001","4,164","4,655","14,444","10,92","10,716","10,404","20,123","11,747","7,883","11,755","2,75","7,097","7,158","11,137","10,714","9,832"
2025-07-30 18:05:00,0,"2,226","0,001","0,001","4,16","4,66","14,486","11,478","13,43","11,094","20,496","12,008","7,999","13,351","3,126","6,962","7,064","10,836","10,918","9,642"
2025-07-30 18:00:00,0,"2,22","0,001","0,001","4,151","4,667","14,485","10,985","11,874","10,72","20,201","12,126","10,116","13,462","2,783","8,249","6,041","10,865","10,736","9,893"
2025-07-30 17:55:00,0,"2,215","0,001","0,001","4,141","4,674","14,746","10,842","12,42","10,44","20,744","11,998","10,808","12,281","3,181","7,414","6,157","11,797","11,282","10,112"
2025-07-30 17:50:00,0,"2,209","0,001","0,001","4,13","4,67","15,301","10,972","11,878","10,468","21,121","11,938","11,453","11,73","3,245","7,198","7,475","11,454","10,99","9,85"
2025-07-30 17:45:00,0,"2,201","0,001","0,001","4,116","4,667","15,299","10,747","11,256","10,924","20,489","12,262","8,435","11,726","3,361","7,296","7,75","11,065","10,541","9,912"
2025-07-30 17:40:00,0,"2,207","0,001","0,001","4,121","4,655","14,958","10,771","11,532","10,501","20,315","12,55","8,509","11,974","3,131","7,038","7,014","10,663","10,656","10,32"
2025-07-30 17:35:00,0,"2,224","0,001","0,001","4,136","4,649","14,815","10,918","13,05","10,681","20,189","12,214","10,612","12,094","3,2","6,875","6,757","10,573","10,865","10,997"
2025-07-30 17:30:00,0,"2,275","0,001","0,001","4,195","4,658","14,924","10,994","13,056","10,688","20,34","12,053","11,4","12,151","3,038","7,685","8,491","10,693","11,874","10,67"
2025-07-30 17:25:00,0,"1,742","0,001","0,001","4,06","4,697","15,398","11,101","12,858","10,746","21,083","12,32","14,508","12,366","3,052","8,026","7,96","10,662","11,012","11,258"
2025-07-30 17:20:00,0,"1,362","0,001","0,001","3,959","4,728","15,138","10,896","13,044","11,188","20,407","12,75","17,869","12,274","3,247","6,984","6,95","10,472","10,771","10,717"
2025-07-30 17:15:00,0,"1,32","0,001","0,001","3,95","4,723","14,996","10,892","12,829","10,688","20,08","12,784","17,858","12,146","3,437","7,07","7,07","10,854","10,852","10,669"
2025-07-30 17:10:00,0,"1,37","0,001","0,001","3,947","4,727","15,03","10,796","12,169","10,759","20,388","12,626","16,667","13,116","3,905","7,507",8,"10,958","11,14","10,854"
2025-07-30 17:05:00,0,"1,364","0,001","0,001","3,936","4,694","15,191","10,77","12,116","10,986","21,474","12,677","15,072","14,461","3,647","7,481","8,519","10,88","11,408","10,54"
2025-07-30 17:00:00,0,"1,319","0,001","0,001","3,946","4,66","15,574","10,813","12,863","11,129","21,244","12,538","15,929","14,615","3,556","7,487","8,747","9,733","9,283","8,957"
2025-07-30 16:55:00,0,"1,34","0,001","0,001","3,926","4,655","15,535","10,898","13,243","10,811","20,836","12,994","16,374","14,93","3,644","6,844","8,158","10,813","11,188","10,567"
2025-07-30 16:50:00,0,"1,344","0,001","0,001","3,911","4,685","15,611","10,919","13,62","11,027","21,059","13,46","17,994","12,87","3,595","7,188","9,262","10,667","10,952","10,771"
2025-07-30 16:45:00,0,"1,336","0,001","0,001","3,901","4,711","15,198","10,71","13,93","10,664","21,356","13,147","18,556","12,414","3,622","6,727","9,811","10,746","11,112","10,913"
2025-07-30 16:40:00,0,"1,232","0,001","0,001","3,893","4,693","15,446","10,715","13,846","10,504","21,157","13,682","17,633","12,365","3,572","7,082","9,523","10,894","10,996","10,776"
2025-07-30 16:35:00,0,"1,235","0,001","0,001","3,896","4,686","15,581","10,675","14,428","10,938","20,854","13,402","18,7","12,509","3,47","7,052","8,582","11,083","11,128","10,696"
2025-07-30 16:30:00,0,"1,236","0,001","0,001","3,901","4,854","15,724","10,654","13,82","10,955","21,158","13,24","22,445","13,458","3,298","6,887","7,848","11,729","12,1","10,834"
2025-07-30 16:25:00,0,"1,231","0,001","0,001","3,894","4,723","15,691","10,878","13,285","10,424","21,397","13,556","19,45","14,783","3,373","7,457","7,982","11,218","11,274","11,052"
2025-07-30 16:20:00,0,"1,23","0,001","0,001","3,892","5,041","15,557","10,795","13,735","10,602","20,814","13,594","16,726","15,017","3,335","6,918","8,077","11,046","10,975","10,89"
2025-07-30 16:15:00,0,"1,312","0,001","0,001","3,884","5,447","15,563","10,774","15,29","10,538","20,981","13,708","17,122","13,048","3,341","7,056","7,842","11,149","10,951","10,992"
2025-07-30 16:10:00,0,"1,321","0,001","0,001","3,882","4,71","15,859","10,696","15,053","10,4","21,606","13,446","17,958","13,621","3,286","7,69","8,765","11,329","11,071","10,876"
2025-07-30 16:05:00,0,"1,314","0,001","0,001","3,869","4,673","15,458","10,789","14,832","10,387","21,204","13,44","17,092","13,736","3,25","7,8","8,798","11,096","11,183","11,083"
2025-07-30 16:00:00,0,"1,31","0,001","0,001","3,862","4,672","15,414","10,71","15,581","10,61","20,806","13,764","18,548","13,111","3,314","7,513","9,164","10,726","11,168","11,173"
2025-07-30 15:55:00,0,"1,309","0,001","0,001","3,851","4,702","15,53","10,75","13,936","10,4","20,216","14,186","17,839","13,154","3,388","6,84","9,515","10,933","10,864","10,825"
2025-07-30 15:50:00,0,"1,316","0,001","0,001","3,848","4,639","15,614","10,736","14,184","10,958","20,216","14,2","18,949","13,036","3,559","6,809","8,84","10,601","10,986","10,764"
2025-07-30 15:45:00,0,"1,332","0,001","0,001","3,845","4,638","15,643","10,836","13,594","10,552","20,494","13,868","17,146","13,098","3,558","6,778","8,917","10,646","10,814","11,006"
2025-07-30 15:40:00,0,"1,264","0,001","0,001","3,841","4,637","15,54","10,778","14,512","11,03","20,702","13,816","15,169","13,385","3,533","6,716","9,671","11,054","10,795","10,915"
2025-07-30 15:35:00,0,"1,309","0,001","0,001","3,842","4,657","15,581","10,73","16,087","10,918","20,148","13,526","15,836","13,525","3,584","7,116","9,689","11,444","11,599","11,144"
2025-07-30 15:30:00,0,"1,312","0,001","0,001","3,845","4,684","15,529","10,853","15,244","10,975","20,407","13,577","18,048","13,236","3,529","7,036","9,671","11,074","11,041","11,075"
2025-07-30 15:25:00,0,"1,308","0,001","0,001","3,84","4,681","16,081","11,428","15,743","10,5","20,771","14,208","15,917","13,338","3,502","7,326","8,214","10,801","11,276","10,744"
2025-07-30 15:20:00,0,"1,303","0,001","0,001","3,834","4,674","15,973","11,504","13,336","10,513","19,703","14,072","19,26","13,085","3,484","7,217","8,329","10,746","11,656","10,808"
2025-07-30 15:15:00,0,"1,306","0,001","0,001","3,839","4,658","16,2","11,536","13,262","10,418","19,715","13,832","21,512","13,25","3,588","6,45","8,929","10,762","10,747","11,578"
2025-07-30 15:10:00,0,"1,334","0,001","0,001","3,85","4,678","15,799","11,6","14,171","10,651","20,086","14,256","15,812","12,911","3,812","6,764","8,519","10,588","10,968","10,992"
2025-07-30 15:05:00,0,"1,236","0,001","0,001","3,85","4,693",16,"11,602","14,864","10,721","20,779","14,125","16,915","12,952","4,18","7,027","9,44","10,759","11,164","10,964"
2025-07-30 15:00:00,0,"1,222","0,001","0,001","3,858","4,703","16,156","11,928","15,869","10,402","20,687","14,378","18,288","12,971","3,499","6,728","9,761","10,522","10,934","11,056"
2025-07-30 14:55:00,0,"1,214","0,001","0,001","3,845","4,694","16,338","11,626","14,218","10,74","20,464","14,144","16,382","13,004","3,714","6,804","10,854","10,654","11,239","11,234"
2025-07-30 14:50:00,0,"1,204","0,001","0,001","3,82","4,693","16,465","11,646","13,576","10,669","20,141","14,828","17,557","13,651","3,583","6,697","10,66","10,71","11,045","10,973"
2025-07-30 14:45:00,0,"1,202","0,001","0,001","3,81","4,708","16,307","11,659","13,658","10,578","19,759","14,239","21,166","13,29","3,635","6,289","10,724","10,357","10,83","11,615"
2025-07-30 14:40:00,0,"1,201","0,001","0,001","3,803","4,716","16,644","11,536","14,822","10,423","19,589","14,392","20,773","13,015","3,688","6,568","10,74","10,764","10,951","10,888"
2025-07-30 14:35:00,0,"1,201","0,001","0,001","3,799","4,77","16,234","11,651","15,682","10,342","19,825","14,37","17,467","13,015","3,764","6,286","11,213","11,189","12,032","10,877"
2025-07-30 14:30:00,0,"1,199","0,001","0,001","3,794","4,81","16,268","11,771","13,859","10,532","20,569","14,293","18,072","13,142","3,698","6,49","11,627","11,924","11,29","11,215"
2025-07-30 14:25:00,0,"1,196","0,001","0,001","3,785","4,669","16,494","11,941","13,699","10,787","19,252","15,083","17,668","13,27","3,496","6,248","11,776","12,022","11,32","11,12"
2025-07-30 14:20:00,0,"1,08","0,001","0,001","3,336","4,46","16,483","12,092","13,394","10,434","20,593","14,422","16,967","13,453","3,432","6,205","11,364","10,662","11,106","11,26"
2025-07-30 14:15:00,0,"1,139","0,001","0,001","3,551","4,456","16,276","11,599","14,477","10,361","20,338","13,76","18,701","12,966","3,389","6,168","10,973","10,645","11,621","10,876"
2025-07-30 14:10:00,0,"1,169","0,001","0,001","3,64","4,456","16,554","11,137","16,151","10,72","20,478","14,18","19,327","12,972","3,407","6,258","10,946","11,18","11,365","11,255"
2025-07-30 14:05:00,0,"1,175","0,001","0,001","3,641","4,448","16,888","10,992","14,731","10,514","19,862","14,617","20,96","12,973","3,364","6,556","11,182","11,224","11,681","11,12"
2025-07-30 14:00:00,0,"1,174","0,001","0,001","3,638","4,465","16,844","10,733","14,158","10,24","20,719","14,336","21,889","12,716","3,623","6,812","11,219","11,474","11,117","11,142"
2025-07-30 13:55:00,0,"1,204","0,001","0,001","3,772","4,459","16,658","10,804","13,44","9,821","20,362","13,762","18,959","13,253","3,463","6,252","11,075","10,762","11,07","11,492"
2025-07-30 13:50:00,0,"1,207","0,001","0,001","3,767","4,465","16,579","10,738","15,32","10,04","20,713","13,874","19,733","12,588","3,416","6,352","11,496","10,698","10,943","11,524"
2025-07-30 13:45:00,0,"1,001","0,001","0,001","3,106","4,474","16,663","10,858","16,277","9,612","20,538","14,338","17,221","12,584","3,421","6,748","11,113","11,317","10,949","11,274"
2025-07-30 13:40:00,0,"1,006","0,001","0,001","3,115","4,45","16,768","10,841","13,612","9,859","19,565","14,219","18,282","12,881","3,385","6,773","10,558","11,748","11,233","11,392"
2025-07-30 13:35:00,0,"1,01","0,001","0,001","3,115","4,441","17,164","10,667","13,631","9,77","19,754","13,966","18,643","13,488","3,406","6,637","10,619","10,48","10,87","10,741"
2025-07-30 13:30:00,0,"0,751","0,001","0,001","3,118","4,445","17,278","10,562","14,294","9,734","19,948","13,826","18,983","12,672","3,4","7,2","10,639","10,63","10,878","11,255"
2025-07-30 13:25:00,0,"0,331","0,001","0,001","3,126","4,571","16,961","10,592","15,72","9,613","19,181","13,954","23,237","12,589","3,361","6,575","11,246","10,762","10,664","11,063"
2025-07-30 13:20:00,0,"0,044","0,001","0,001","0,774","5,13","16,93","10,619","14,028","9,884","18,616","13,794","22,541","12,359","3,287","6,929","11,15","10,768","10,829","11,453"
2025-07-30 13:15:00,0,"0,044","0,001","0,001","0,001","5,131","16,494","10,756","13,355","9,342","19,252","13,788","21,478","12,385","3,21","6,894","10,53","10,98","11,052","11,507"
2025-07-30 13:10:00,0,"0,044","0,001","0,001","0,001","5,132","16,844","10,643","13,223","9,408","18,505","14,596","19,435","12,695","3,229","6,724","11,126","10,94","11,244","12,004"
2025-07-30 13:05:00,0,"0,044","0,001","0,001","0,001","5,087","16,345","10,834","14,72","9,504","19,297","13,976","18,595","12,635","3,328","7,397","11,4","11,503","11,17","11,377"
2025-07-30 13:00:00,0,"0,044","0,001","0,001","0,001","5,084","16,348","10,772","13,894","9,725","19,836","13,938","19,886","12,677","3,803","7,027","10,852","10,8","10,846","11,808"
2025-07-30 12:55:00,0,"0,044","0,001","0,001","0,001","5,095","16,205","10,799","12,174","9,877","19,432","14,34","19,426","11,614","2,936","6,617","7,42","10,572","10,877","11,837"
2025-07-30 12:50:00,0,"0,044","0,001","0,001","0,001","5,099","16,066","10,955","11,724","9,01","20,052","13,289","18,331","11,712","2,801","6,613","6,798","11,299","11,196","11,207"
2025-07-30 12:45:00,0,"0,044","0,001","0,001","0,001","5,093","16,462","10,962","11,86","9,098","19,632","13,372","21,433","11,36","2,926","7,25","7,025","11,574","10,912","11,357"
2025-07-30 12:40:00,0,"0,044","0,001","0,001","0,001","5,11","16,144","10,927","13,944","9,253","19,295","13,614","20,226","11,396","2,821","7,787","6,739","11,215","11,79","11,468"
2025-07-30 12:35:00,0,"0,044","0,001","0,001","0,001","5,117","16,546","10,846","13,49","9,152","19,212","13,477","16,484","13,414","2,87","7,403","6,734","11,14","10,802","11,952"
2025-07-30 12:30:00,0,"0,044","0,001","0,001","0,001","5,14","16,465","11,25","13,752","8,896","19,171","14,058","17,934","12,745","2,953","6,984","6,704","11,146","11,37","11,924"
